Código;;;Nome;;;Fornecedor;;;;Localidade;Conta;;Nº Documento;;Dependência;;;;Dt. Aquisição;;Vl. Aquisição;Vl. Deprec.;;;;;Vl. Atual;;;;Status;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000050;;;5 - GRADE DE MADEIRA P/ ÓRGÃO GRADE DE MADEIRA / ORGAO 1,50 X 1,50 M;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000051;;;8 - ARMÁRIO ARMARIO DE MADEIRA 1,60 X 0,85 X 0,30 M;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000052;;;61 - CAIXA DE COLETA CAIXA DE COLETA 0,30 X 0,35 M;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000053;;;61 - CAIXA DE COLETA CAIXA DE COLETA 0,30 X 0,35 M;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000054;;;61 - CAIXA DE COLETA CAIXA DE COLETA 0,30 X 0,35 M;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000055;;;61 - CAIXA DE COLETA CAIXA DE COLETA 0,30 X 0,35 M;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000057;;;61 - CAIXA DE COLETA PORTA ENVELOPE 0,80 M;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000058;;;58 - ESTANTES MUSICAIS - PARTITURAS / QUADRO MUSICAL LOTE COM 32 ESTANTES MUSICAIS DE MADEIRA;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;32,00;32,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000059;;;18 - MICROFONE MICROFONE (WALDEMAN);;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000060;;;18 - MICROFONE MICROFONE (DYLAN);;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000061;;;18 - MICROFONE MICROFONE (DYLAN);;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000062;;;18 - MICROFONE MICROFONE (LELONG);;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000063;;;18 - MICROFONE MICROFONE (DYLAN);;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000064;;;18 - MICROFONE MICROFONE (DYLAN);;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000069;;;16 - PAINEL DE CONTROLE DE SOM PAINEL DE CONTROLE DE SOM (TWIN-OUTS SX;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000070;;;8 - ARMÁRIO ARMARIO DE MADEIRA 1,80 X 0,90 X 0,40 M;;;NC;;;;BR 09-0120;1101;;0;;SALA DA PIEDADE;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000071;;;8 - ARMÁRIO ARMARIO DE MADEIRA 1,80 X 0,90 X 0,40 M;;;NC;;;;BR 09-0120;1101;;0;;SALA DA PIEDADE;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000072;;;7 - MESA MESA DE MADEIRA 2,00 X 0,70 M;;;NC;;;;BR 09-0120;1101;;0;;SALA DA PIEDADE;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000073;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 1,90 M;;;NC;;;;BR 09-0120;1101;;0;;SALA DA PIEDADE;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000074;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 1,90 M;;;NC;;;;BR 09-0120;1101;;0;;SALA DA PIEDADE;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000075;;;7 - MESA MESA DE MADEIRA 2,00 X 0,70 M;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000076;;;4 - CADEIRA CADEIRAS DE MADEIRA;;;NC;;;;BR 09-0120;1101;;0;;SALAO DE CULTO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000077;;;4 - CADEIRA CADEIRAS DE MADEIRA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000078;;;4 - CADEIRA CADEIRAS DE MADEIRA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000079;;;4 - CADEIRA CADEIRAS DE MADEIRA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000080;;;4 - CADEIRA CADEIRAS DE MADEIRA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000081;;;4 - CADEIRA CADEIRAS DE MADEIRA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000082;;;14 - VENTILADOR VENTILADOR TETO;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000083;;;10 - ARQUIVO / GAVETEIRO GAVETEIRO DE ACO 4 GAVETAS 1,30 X 0,50 X;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000084;;;54 - COFRE COFRE 0,40 X 080 M;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000085;;;10 - ARQUIVO / GAVETEIRO COMODA 5 GAVETAS 1,15 X 0,75 X 0,50;;;NC;;;;BR 09-0120;1101;;0;;SALA DA PIEDADE;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000086;;;22 - CALCULADORA CALCULADORA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000087;;;22 - CALCULADORA CALCULADORA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000088;;;22 - CALCULADORA CALCULADORA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000089;;;22 - CALCULADORA CALCULADORA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000090;;;22 - CALCULADORA CALCULADORA;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000091;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,60 M;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000092;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,60 M;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000093;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 1,00 M;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000094;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 1,00 M;;;NC;;;;BR 09-0120;1101;;0;;SECRETARIA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000095;;;13 - BEBEDOURO D'ÁGUA / PURIFICADOR DE ÁGUA  BEBEDOURO (REFRIGERACAO CASCAVEL) 100 L;;;NC;;;;BR 09-0120;1101;;0;;SANITARIO MASCULINO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000102;;;13 - BEBEDOURO D'ÁGUA / PURIFICADOR DE ÁGUA  BEBEDOURO (REFRIGERACAO CASCAVEL) 100 L;;;NC;;;;BR 09-0120;1101;;0;;SANITARIO FEMININO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000103;;;6 - REFRIGERADOR / FREEZER / FRIGOBAR REFRIGERADOR (CONSUL) 300 L;;;NC;;;;BR 09-0120;1101;;0;;COZINHA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000104;;;7 - MESA MESA 1,00 X 2,10 M;;;NC;;;;BR 09-0120;1101;;0;;COZINHA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000105;;;14 - VENTILADOR VENTILADOR (VENTISUL);;;NC;;;;BR 09-0120;1101;;0;;COZINHA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000107;;;26 - FORNO / FOGÃO / MICROONDAS FOGAO (INDUSTRIAL) 4 BOCAS;;;NC;;;;BR 09-0120;1101;;0;;COZINHA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000108;;;26 - FORNO / FOGÃO / MICROONDAS FOGAO (INDUSTRIAL) 2 BOCAS;;;NC;;;;BR 09-0120;1101;;0;;COZINHA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000109;;;8 - ARMÁRIO ARMARIO 2,10 X 2,15 X 0,60 M;;;NC;;;;BR 09-0120;1101;;0;;COZINHA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000110;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,10 M;;;NC;;;;BR 09-0120;1101;;0;;COZINHA;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000111;;;7 - MESA MESA 2,15 X 0,70 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000116;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;ESPAÇO INFANTIL;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000117;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000118;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000119;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000120;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000121;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000122;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000123;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000124;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000125;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000126;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000127;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000128;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000129;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000130;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000131;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000132;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000133;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000134;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000135;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000136;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000137;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000138;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000139;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000140;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000141;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCOSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,98;;;;;0,02;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000142;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCONSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;ÁTRIO ESQUERDO;;;;31/12/2006;;1,00;0,99;;;;;0,01;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000143;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCONSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,99;;;;;0,01;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000144;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA SEM ENCONSTO 2,15 M;;;NC;;;;BR 09-0120;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,99;;;;;0,01;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000160;;;55 - ESCADA ESCADA DE MADEIRA 04 DEGRAUS;;;NOVA CAPITAL MATERIAIS PARA CO;;;;BR 09-0120;1101;;33313;;ALMOXARIFADO;;;;06/02/2008;;96,00;89,91;;;;;6,09;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000161;;;6 - REFRIGERADOR / FREEZER / FRIGOBAR CONGELADOR CONSUL 530 (519 L) CWB53C 2T1;;;"ELETROMAR M
VEIS E ELETRO DOM
";;;;BR 09-0120;1101;;2110;;COZINHA;;;;09/10/2010;;1.886,00;1.766,60;;;;;119,40;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000162;;;14 - VENTILADOR VENTILADOR PAREDE TRON OSCILANTE 50 CM 1;;;"ELETROMAR M
VEIS E ELETRO DOM
";;;;BR 09-0120;1101;;35.461;;SALAO DE CULTO;;;;13/10/2012;;129,00;121,28;;;;;7,72;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000163;;;14 - VENTILADOR VENTILADOR PAREDE TRON OSCILANTE 50 CM 1;;;"ELETROMAR M
VEIS E ELETRO DOM
";;;;BR 09-0120;1101;;35.461;;SALAO DE CULTO;;;;13/10/2012;;129,00;121,28;;;;;7,72;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000164;;;14 - VENTILADOR VENTILADOR PAREDE TRON OSCILANTE 50 CM 1;;;"ELETROMAR M
VEIS E ELETRO DOM
";;;;BR 09-0120;1101;;35.461;;SALAO DE CULTO;;;;13/10/2012;;129,00;121,28;;;;;7,72;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000165;;;14 - VENTILADOR VENTILADOR PAREDE TRON OSCILANTE 50 CM 1;;;"ELETROMAR M
VEIS E ELETRO DOM
";;;;BR 09-0120;1101;;35.461;;SALAO DE CULTO;;;;13/10/2012;;129,00;121,28;;;;;7,72;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0120 / 000166;;;14 - VENTILADOR VENTILADOR PAREDE TRON OSCILANTE 50 CM 1;;;"ELETROMAR M
VEIS E ELETRO DOM
";;;;BR 09-0120;1101;;35.461;;SALAO DE CULTO;;;;13/10/2012;;129,00;121,28;;;;;7,72;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
